loading testing images...	
05_00001, 0/1(0.000) area: 26.268, gt: 5, answer: 33, prob: 0.6622	
19_00327, 6164/12217(0.505) area: 33.362, gt: 19, answer: 18, prob: 0.8609	
20_00410, 6164/12218(0.505) area: 21.213, gt: 20, answer: 30, prob: 0.1578	
25_00730, 6164/12219(0.504) area: 46.206, gt: 25, answer: 13, prob: 0.1632	
03_00338, 6164/12220(0.504) area: 28.249, gt: 3, answer: 33, prob: 0.6853	
10_00472, 6164/12221(0.504) area: 69.714, gt: 10, answer: 17, prob: 0.5913	
11_00967, 6164/12222(0.504) area: 41.473, gt: 11, answer: 12, prob: 0.9808	
18_00273, 6164/12223(0.504) area: 30.984, gt: 18, answer: 17, prob: 0.8155	
20_00411, 6164/12224(0.504) area: 28.142, gt: 20, answer: 16, prob: 0.1539	
25_00731, 6164/12225(0.504) area: 40.657, gt: 25, answer: 33, prob: 0.1481	
29_00221, 6164/12226(0.504) area: 24.900, gt: 29, answer: 13, prob: 0.8964	
01_00167, 6165/12227(0.504) area: 123.875, gt: 1, answer: 1, prob: 1.0000	
03_00339, 6165/12228(0.504) area: 22.627, gt: 3, answer: 13, prob: 0.8672	
10_00473, 6166/12229(0.504) area: 88.318, gt: 10, answer: 10, prob: 0.8207	
11_00968, 6166/12230(0.504) area: 48.990, gt: 11, answer: 12, prob: 0.9965	
18_00274, 6166/12231(0.504) area: 34.073, gt: 18, answer: 17, prob: 0.8149	
25_00732, 6166/12232(0.504) area: 54.708, gt: 25, answer: 1, prob: 0.2202	
29_00222, 6166/12233(0.504) area: 21.424, gt: 29, answer: 13, prob: 0.6494	
01_00168, 6167/12234(0.504) area: 103.827, gt: 1, answer: 1, prob: 1.0000	
03_00340, 6167/12235(0.504) area: 28.284, gt: 3, answer: 13, prob: 0.5081	
05_00659, 6167/12236(0.504) area: 43.081, gt: 5, answer: 33, prob: 0.9643	
29_00223, 6167/12237(0.504) area: 28.142, gt: 29, answer: 33, prob: 0.4701	
01_00169, 6168/12238(0.504) area: 123.742, gt: 1, answer: 1, prob: 1.0000	
22_00161, 6168/12239(0.504) area: 18.735, gt: 22, answer: 12, prob: 0.3991	
20_00412, 6168/12240(0.504) area: 25.417, gt: 20, answer: 16, prob: 0.7074	
10_00474, 6168/12241(0.504) area: 76.955, gt: 10, answer: 16, prob: 0.3668	
11_00969, 6168/12242(0.504) area: 53.666, gt: 11, answer: 12, prob: 0.9870	
18_00275, 6169/12243(0.504) area: 38.730, gt: 18, answer: 18, prob: 0.5286	
19_00328, 6169/12244(0.504) area: 30.199, gt: 19, answer: 17, prob: 0.5406	
20_00413, 6169/12245(0.504) area: 20.149, gt: 20, answer: 9, prob: 0.3786	
25_00733, 6170/12246(0.504) area: 37.470, gt: 25, answer: 25, prob: 0.2232	
01_00170, 6171/12247(0.504) area: 102.039, gt: 1, answer: 1, prob: 1.0000	
10_00475, 6171/12248(0.504) area: 63.000, gt: 10, answer: 16, prob: 0.3786	
11_00970, 6171/12249(0.504) area: 38.210, gt: 11, answer: 12, prob: 0.9930	
18_00276, 6171/12250(0.504) area: 25.456, gt: 18, answer: 17, prob: 0.5157	
19_00329, 6171/12251(0.504) area: 21.932, gt: 19, answer: 18, prob: 0.6077	
20_00414, 6171/12252(0.504) area: 23.238, gt: 20, answer: 16, prob: 0.1280	
25_00734, 6172/12253(0.504) area: 32.496, gt: 25, answer: 25, prob: 0.1835	
01_00171, 6173/12254(0.504) area: 77.576, gt: 1, answer: 1, prob: 1.0000	
10_00476, 6174/12255(0.504) area: 77.363, gt: 10, answer: 10, prob: 0.4941	
11_00971, 6174/12256(0.504) area: 49.940, gt: 11, answer: 12, prob: 0.9721	
18_00277, 6174/12257(0.504) area: 26.833, gt: 18, answer: 17, prob: 0.5513	
25_00735, 6174/12258(0.504) area: 44.665, gt: 25, answer: 16, prob: 0.2791	
01_00172, 6175/12259(0.504) area: 86.902, gt: 1, answer: 1, prob: 1.0000	
22_00162, 6175/12260(0.504) area: 21.166, gt: 22, answer: 15, prob: 0.2721	
22_00163, 6175/12261(0.504) area: 25.456, gt: 22, answer: 12, prob: 0.8245	
27_00038, 6175/12262(0.504) area: 28.460, gt: 27, answer: 15, prob: 0.8348	
20_00415, 6175/12263(0.504) area: 22.249, gt: 20, answer: 9, prob: 0.1276	
01_00173, 6175/12264(0.504) area: 24.187, gt: 1, answer: 33, prob: 0.6494	
10_00477, 6175/12265(0.503) area: 59.372, gt: 10, answer: 17, prob: 0.4824	
11_00972, 6175/12266(0.503) area: 40.694, gt: 11, answer: 12, prob: 0.9613	
19_00330, 6175/12267(0.503) area: 23.238, gt: 19, answer: 18, prob: 0.5188	
20_00416, 6175/12268(0.503) area: 18.000, gt: 20, answer: 27, prob: 0.0962	
25_00736, 6175/12269(0.503) area: 30.397, gt: 25, answer: 11, prob: 0.2042	
01_00174, 6176/12270(0.503) area: 53.833, gt: 1, answer: 1, prob: 1.0000	
10_00478, 6176/12271(0.503) area: 53.442, gt: 10, answer: 17, prob: 0.3453	
11_00973, 6176/12272(0.503) area: 32.496, gt: 11, answer: 12, prob: 0.5602	
18_00278, 6176/12273(0.503) area: 20.396, gt: 18, answer: 17, prob: 0.6013	
20_00417, 6176/12274(0.503) area: 22.760, gt: 20, answer: 29, prob: 0.1425	
25_00737, 6176/12275(0.503) area: 29.343, gt: 25, answer: 11, prob: 0.1433	
01_00175, 6177/12276(0.503) area: 54.909, gt: 1, answer: 1, prob: 0.9989	
10_00479, 6178/12277(0.503) area: 74.095, gt: 10, answer: 10, prob: 0.8930	
11_00974, 6178/12278(0.503) area: 47.329, gt: 11, answer: 12, prob: 0.8553	
25_00738, 6178/12279(0.503) area: 42.849, gt: 25, answer: 33, prob: 0.1624	
22_00164, 6178/12280(0.503) area: 21.564, gt: 22, answer: 12, prob: 0.8826	
27_00039, 6179/12281(0.503) area: 22.226, gt: 27, answer: 27, prob: 0.9857	
22_00165, 6179/12282(0.503) area: 27.568, gt: 22, answer: 12, prob: 0.9053	
27_00040, 6179/12283(0.503) area: 30.463, gt: 27, answer: 15, prob: 0.6697	
20_00418, 6179/12284(0.503) area: 20.396, gt: 20, answer: 16, prob: 0.3780	
01_00176, 6180/12285(0.503) area: 48.539, gt: 1, answer: 1, prob: 1.0000	
10_00480, 6180/12286(0.503) area: 51.875, gt: 10, answer: 12, prob: 0.3601	
11_00975, 6180/12287(0.503) area: 37.229, gt: 11, answer: 18, prob: 0.6957	
19_00331, 6180/12288(0.503) area: 24.372, gt: 19, answer: 17, prob: 0.6999	
25_00739, 6180/12289(0.503) area: 26.458, gt: 25, answer: 15, prob: 0.1661	
01_00177, 6181/12290(0.503) area: 34.771, gt: 1, answer: 1, prob: 1.0000	
10_00481, 6181/12291(0.503) area: 47.624, gt: 10, answer: 17, prob: 0.2569	
11_00976, 6181/12292(0.503) area: 32.909, gt: 11, answer: 12, prob: 0.9475	
19_00332, 6181/12293(0.503) area: 21.909, gt: 19, answer: 17, prob: 0.5236	
20_00419, 6181/12294(0.503) area: 22.583, gt: 20, answer: 33, prob: 0.1702	
25_00740, 6181/12295(0.503) area: 25.788, gt: 25, answer: 33, prob: 0.1024	
01_00178, 6182/12296(0.503) area: 42.249, gt: 1, answer: 1, prob: 0.9999	
10_00482, 6183/12297(0.503) area: 64.273, gt: 10, answer: 10, prob: 0.5857	
11_00977, 6183/12298(0.503) area: 42.426, gt: 11, answer: 12, prob: 0.8408	
25_00741, 6183/12299(0.503) area: 37.762, gt: 25, answer: 33, prob: 0.2639	
22_00166, 6183/12300(0.503) area: 23.664, gt: 22, answer: 12, prob: 0.9986	
27_00041, 6184/12301(0.503) area: 23.812, gt: 27, answer: 27, prob: 0.5848	
22_00167, 6184/12302(0.503) area: 20.396, gt: 22, answer: 12, prob: 0.9498	
22_00168, 6184/12303(0.503) area: 32.171, gt: 22, answer: 12, prob: 0.9349	
27_00042, 6184/12304(0.503) area: 34.986, gt: 27, answer: 15, prob: 0.6378	
20_00420, 6184/12305(0.503) area: 19.416, gt: 20, answer: 33, prob: 0.2827	
01_00179, 6185/12306(0.503) area: 33.317, gt: 1, answer: 1, prob: 0.9985	
10_00483, 6185/12307(0.503) area: 47.117, gt: 10, answer: 17, prob: 0.2595	
11_00978, 6185/12308(0.503) area: 31.749, gt: 11, answer: 18, prob: 0.6225	
19_00333, 6185/12309(0.502) area: 22.847, gt: 19, answer: 17, prob: 0.5578	
25_00742, 6185/12310(0.502) area: 22.271, gt: 25, answer: 13, prob: 0.2297	
01_00180, 6186/12311(0.502) area: 27.928, gt: 1, answer: 1, prob: 0.9820	
10_00484, 6186/12312(0.502) area: 42.708, gt: 10, answer: 16, prob: 0.4056	
20_00421, 6186/12313(0.502) area: 20.075, gt: 20, answer: 25, prob: 0.1136	
25_00743, 6187/12314(0.502) area: 22.956, gt: 25, answer: 25, prob: 0.2480	
22_00169, 6187/12315(0.502) area: 25.417, gt: 22, answer: 12, prob: 0.9992	
27_00043, 6187/12316(0.502) area: 26.268, gt: 27, answer: 15, prob: 0.5077	
22_00170, 6187/12317(0.502) area: 22.913, gt: 22, answer: 12, prob: 0.9987	
27_00044, 6187/12318(0.502) area: 23.238, gt: 27, answer: 15, prob: 0.3926	
22_00171, 6187/12319(0.502) area: 31.812, gt: 22, answer: 12, prob: 0.9952	
27_00045, 6187/12320(0.502) area: 33.941, gt: 27, answer: 15, prob: 0.4325	
20_00422, 6187/12321(0.502) area: 19.748, gt: 20, answer: 16, prob: 0.1149	
01_00181, 6188/12322(0.502) area: 29.394, gt: 1, answer: 1, prob: 0.9942	
10_00485, 6188/12323(0.502) area: 44.788, gt: 10, answer: 12, prob: 0.3988	
11_00979, 6188/12324(0.502) area: 30.299, gt: 11, answer: 12, prob: 0.6715	
19_00334, 6188/12325(0.502) area: 18.735, gt: 19, answer: 15, prob: 0.7650	
25_00744, 6188/12326(0.502) area: 21.909, gt: 25, answer: 33, prob: 0.1029	
01_00182, 6189/12327(0.502) area: 24.980, gt: 1, answer: 1, prob: 0.9800	
10_00486, 6189/12328(0.502) area: 40.534, gt: 10, answer: 12, prob: 0.5051	
11_00980, 6189/12329(0.502) area: 24.000, gt: 11, answer: 18, prob: 0.7862	
20_00423, 6189/12330(0.502) area: 18.330, gt: 20, answer: 9, prob: 0.2236	
25_00745, 6189/12331(0.502) area: 20.494, gt: 25, answer: 27, prob: 0.1411	
22_00172, 6189/12332(0.502) area: 30.397, gt: 22, answer: 12, prob: 0.9963	
27_00046, 6190/12333(0.502) area: 30.299, gt: 27, answer: 27, prob: 0.4301	
01_00183, 6191/12334(0.502) area: 120.549, gt: 1, answer: 1, prob: 1.0000	
05_00660, 6192/12335(0.502) area: 85.382, gt: 5, answer: 5, prob: 0.9998	
12_00042, 6192/12336(0.502) area: 23.812, gt: 12, answer: 8, prob: 0.5991	
14_00498, 6193/12337(0.502) area: 56.533, gt: 14, answer: 14, prob: 0.8046	
01_00184, 6194/12338(0.502) area: 92.790, gt: 1, answer: 1, prob: 0.9998	
05_00661, 6195/12339(0.502) area: 91.176, gt: 5, answer: 5, prob: 0.9976	
12_00043, 6196/12340(0.502) area: 29.580, gt: 12, answer: 12, prob: 0.9984	
20_00424, 6196/12341(0.502) area: 24.249, gt: 20, answer: 16, prob: 0.6829	
20_00425, 6196/12342(0.502) area: 25.807, gt: 20, answer: 15, prob: 0.3416	
25_00746, 6196/12343(0.502) area: 78.000, gt: 25, answer: 15, prob: 0.8790	
10_00487, 6197/12344(0.502) area: 122.850, gt: 10, answer: 10, prob: 0.5215	
11_00981, 6197/12345(0.502) area: 77.227, gt: 11, answer: 12, prob: 0.9383	
18_00279, 6198/12346(0.502) area: 59.808, gt: 18, answer: 18, prob: 0.4230	
20_00426, 6198/12347(0.502) area: 26.153, gt: 20, answer: 4, prob: 0.3633	
25_00747, 6198/12348(0.502) area: 68.586, gt: 25, answer: 13, prob: 0.2596	
03_00341, 6198/12349(0.502) area: 39.912, gt: 3, answer: 13, prob: 0.7269	
10_00488, 6199/12350(0.502) area: 111.929, gt: 10, answer: 10, prob: 0.7953	
11_00982, 6199/12351(0.502) area: 65.246, gt: 11, answer: 12, prob: 0.7912	
18_00280, 6200/12352(0.502) area: 50.596, gt: 18, answer: 18, prob: 0.7101	
25_00748, 6200/12353(0.502) area: 75.578, gt: 25, answer: 16, prob: 0.1052	
29_00224, 6200/12354(0.502) area: 28.284, gt: 29, answer: 33, prob: 0.8418	
03_00342, 6200/12355(0.502) area: 32.863, gt: 3, answer: 13, prob: 0.9983	
10_00489, 6201/12356(0.502) area: 122.229, gt: 10, answer: 10, prob: 0.5699	
11_00983, 6201/12357(0.502) area: 86.174, gt: 11, answer: 12, prob: 0.6217	
14_00499, 6201/12358(0.502) area: 45.826, gt: 14, answer: 8, prob: 0.8421	
18_00281, 6201/12359(0.502) area: 55.929, gt: 18, answer: 17, prob: 0.5454	
19_00335, 6201/12360(0.502) area: 50.160, gt: 19, answer: 17, prob: 0.5079	
29_00225, 6201/12361(0.502) area: 24.739, gt: 29, answer: 33, prob: 0.1983	
03_00343, 6202/12362(0.502) area: 39.950, gt: 3, answer: 3, prob: 0.4617	
05_00662, 6203/12363(0.502) area: 112.677, gt: 5, answer: 5, prob: 0.9999	
12_00044, 6204/12364(0.502) area: 23.812, gt: 12, answer: 12, prob: 0.9884	
14_00500, 6204/12365(0.502) area: 40.249, gt: 14, answer: 22, prob: 0.8516	
29_00226, 6204/12366(0.502) area: 34.857, gt: 29, answer: 33, prob: 0.4663	
10_00490, 6204/12367(0.502) area: 45.497, gt: 10, answer: 17, prob: 0.4531	
30_00609, 6204/12368(0.502) area: 22.650, gt: 30, answer: 15, prob: 0.7239	
31_00379, 6204/12369(0.502) area: 18.000, gt: 31, answer: 17, prob: 0.9399	
16_00610, 6205/12370(0.502) area: 81.829, gt: 16, answer: 16, prob: 0.4693	
16_00611, 6206/12371(0.502) area: 70.100, gt: 16, answer: 16, prob: 0.6369	
02_00700, 6206/12372(0.502) area: 20.494, gt: 2, answer: 31, prob: 0.4070	
16_00612, 6206/12373(0.502) area: 71.288, gt: 16, answer: 30, prob: 0.2379	
20_00427, 6206/12374(0.502) area: 19.748, gt: 20, answer: 4, prob: 0.4213	
10_00491, 6206/12375(0.501) area: 32.863, gt: 10, answer: 17, prob: 0.6166	
14_00501, 6206/12376(0.501) area: 17.861, gt: 14, answer: 15, prob: 0.9477	
20_00428, 6206/12377(0.501) area: 17.861, gt: 20, answer: 15, prob: 0.5256	
10_00492, 6206/12378(0.501) area: 32.465, gt: 10, answer: 18, prob: 0.4880	
10_00493, 6206/12379(0.501) area: 47.990, gt: 10, answer: 16, prob: 0.3558	
25_00749, 6206/12380(0.501) area: 19.748, gt: 25, answer: 15, prob: 0.7676	
16_00613, 6206/12381(0.501) area: 57.879, gt: 16, answer: 17, prob: 0.4593	
16_00614, 6206/12382(0.501) area: 45.497, gt: 16, answer: 17, prob: 0.7160	
16_00615, 6207/12383(0.501) area: 51.614, gt: 16, answer: 16, prob: 0.3940	
02_00701, 6207/12384(0.501) area: 20.494, gt: 2, answer: 31, prob: 0.9061	
20_00429, 6207/12385(0.501) area: 20.833, gt: 20, answer: 11, prob: 0.4064	
10_00494, 6207/12386(0.501) area: 37.497, gt: 10, answer: 18, prob: 0.4588	
14_00502, 6207/12387(0.501) area: 19.287, gt: 14, answer: 32, prob: 0.9525	
20_00430, 6207/12388(0.501) area: 20.075, gt: 20, answer: 15, prob: 0.8623	
10_00495, 6207/12389(0.501) area: 34.467, gt: 10, answer: 18, prob: 0.5267	
10_00496, 6207/12390(0.501) area: 44.878, gt: 10, answer: 18, prob: 0.8192	
14_00503, 6207/12391(0.501) area: 19.287, gt: 14, answer: 15, prob: 0.9790	
25_00750, 6207/12392(0.501) area: 21.541, gt: 25, answer: 15, prob: 0.8925	
02_00702, 6207/12393(0.501) area: 22.249, gt: 2, answer: 31, prob: 0.5006	
07_00929, 6207/12394(0.501) area: 19.079, gt: 7, answer: 12, prob: 0.8429	
20_00431, 6207/12395(0.501) area: 21.564, gt: 20, answer: 33, prob: 0.2398	
10_00497, 6207/12396(0.501) area: 37.947, gt: 10, answer: 18, prob: 0.7217	
14_00504, 6207/12397(0.501) area: 20.712, gt: 14, answer: 32, prob: 0.8539	
20_00432, 6207/12398(0.501) area: 21.494, gt: 20, answer: 11, prob: 0.4696	
02_00703, 6208/12399(0.501) area: 18.330, gt: 2, answer: 2, prob: 0.3411	
10_00498, 6208/12400(0.501) area: 35.875, gt: 10, answer: 18, prob: 0.7205	
10_00499, 6208/12401(0.501) area: 49.497, gt: 10, answer: 17, prob: 0.3709	
14_00505, 6208/12402(0.501) area: 18.000, gt: 14, answer: 15, prob: 0.9572	
25_00751, 6208/12403(0.501) area: 20.125, gt: 25, answer: 15, prob: 0.4614	
30_00610, 6209/12404(0.501) area: 23.238, gt: 30, answer: 30, prob: 0.8419	
20_00433, 6209/12405(0.501) area: 23.324, gt: 20, answer: 33, prob: 0.2768	
02_00704, 6210/12406(0.501) area: 17.550, gt: 2, answer: 2, prob: 0.6024	
10_00500, 6210/12407(0.501) area: 44.989, gt: 10, answer: 18, prob: 0.4359	
20_00434, 6210/12408(0.500) area: 20.833, gt: 20, answer: 15, prob: 0.3954	
25_00752, 6210/12409(0.500) area: 20.785, gt: 25, answer: 15, prob: 0.2924	
10_00501, 6210/12410(0.500) area: 36.332, gt: 10, answer: 18, prob: 0.4129	
14_00506, 6210/12411(0.500) area: 17.664, gt: 14, answer: 15, prob: 0.5702	
20_00435, 6210/12412(0.500) area: 29.883, gt: 20, answer: 15, prob: 0.3574	
16_00616, 6210/12413(0.500) area: 68.118, gt: 16, answer: 17, prob: 0.8812	
16_00617, 6210/12414(0.500) area: 44.788, gt: 16, answer: 17, prob: 0.7463	
16_00618, 6210/12415(0.500) area: 46.540, gt: 16, answer: 17, prob: 0.6435	
02_00705, 6210/12416(0.500) area: 20.833, gt: 2, answer: 15, prob: 0.4161	
20_00436, 6210/12417(0.500) area: 18.385, gt: 20, answer: 33, prob: 0.1957	
10_00502, 6210/12418(0.500) area: 35.412, gt: 10, answer: 18, prob: 0.7810	
20_00437, 6210/12419(0.500) area: 19.748, gt: 20, answer: 15, prob: 0.2754	
02_00706, 6210/12420(0.500) area: 16.912, gt: 2, answer: 31, prob: 0.3803	
10_00503, 6210/12421(0.500) area: 34.943, gt: 10, answer: 17, prob: 0.6005	
10_00504, 6210/12422(0.500) area: 41.988, gt: 10, answer: 18, prob: 0.4746	
16_00619, 6210/12423(0.500) area: 84.994, gt: 16, answer: 17, prob: 0.7522	
16_00620, 6210/12424(0.500) area: 61.400, gt: 16, answer: 22, prob: 0.6113	
02_00707, 6210/12425(0.500) area: 18.735, gt: 2, answer: 12, prob: 0.7575	
16_00621, 6210/12426(0.500) area: 66.933, gt: 16, answer: 22, prob: 0.9768	
20_00438, 6210/12427(0.500) area: 17.861, gt: 20, answer: 11, prob: 0.5790	
10_00505, 6210/12428(0.500) area: 29.394, gt: 10, answer: 17, prob: 0.8221	
10_00506, 6210/12429(0.500) area: 28.284, gt: 10, answer: 17, prob: 0.3425	
20_00439, 6210/12430(0.500) area: 25.397, gt: 20, answer: 15, prob: 0.6122	
16_00622, 6210/12431(0.500) area: 70.498, gt: 16, answer: 22, prob: 0.9531	
16_00623, 6210/12432(0.500) area: 51.439, gt: 16, answer: 22, prob: 0.6100	
02_00708, 6210/12433(0.499) area: 18.385, gt: 2, answer: 15, prob: 0.6311	
16_00624, 6210/12434(0.499) area: 57.393, gt: 16, answer: 22, prob: 0.9910	
10_00507, 6210/12435(0.499) area: 27.839, gt: 10, answer: 17, prob: 0.7829	
10_00508, 6210/12436(0.499) area: 28.931, gt: 10, answer: 17, prob: 0.8036	
16_00625, 6210/12437(0.499) area: 59.397, gt: 16, answer: 17, prob: 0.8169	
16_00626, 6210/12438(0.499) area: 49.910, gt: 16, answer: 17, prob: 0.9446	
02_00709, 6210/12439(0.499) area: 17.321, gt: 2, answer: 12, prob: 0.9108	
16_00627, 6210/12440(0.499) area: 65.810, gt: 16, answer: 27, prob: 0.3082	
10_00509, 6210/12441(0.499) area: 29.850, gt: 10, answer: 17, prob: 0.7868	
10_00510, 6210/12442(0.499) area: 31.401, gt: 10, answer: 17, prob: 0.5989	
05_00663, 6210/12443(0.499) area: 69.728, gt: 5, answer: 33, prob: 0.6261	
12_00045, 6211/12444(0.499) area: 26.702, gt: 12, answer: 12, prob: 0.7390	
14_00507, 6212/12445(0.499) area: 64.599, gt: 14, answer: 14, prob: 0.9546	
05_00664, 6213/12446(0.499) area: 122.670, gt: 5, answer: 5, prob: 0.9972	
12_00046, 6214/12447(0.499) area: 34.322, gt: 12, answer: 12, prob: 0.9887	
01_00185, 6215/12448(0.499) area: 87.567, gt: 1, answer: 1, prob: 0.9737	
05_00665, 6216/12449(0.499) area: 127.711, gt: 5, answer: 5, prob: 0.9999	
01_00186, 6217/12450(0.499) area: 65.955, gt: 1, answer: 1, prob: 0.9641	
01_00187, 6218/12451(0.499) area: 82.873, gt: 1, answer: 1, prob: 0.9095	
25_00753, 6218/12452(0.499) area: 85.907, gt: 25, answer: 33, prob: 0.5365	
10_00511, 6218/12453(0.499) area: 124.161, gt: 10, answer: 17, prob: 0.2850	
25_00754, 6218/12454(0.499) area: 67.882, gt: 25, answer: 33, prob: 0.2837	
10_00512, 6219/12455(0.499) area: 99.136, gt: 10, answer: 10, prob: 0.8455	
11_00984, 6219/12456(0.499) area: 81.511, gt: 11, answer: 12, prob: 0.9967	
19_00336, 6219/12457(0.499) area: 52.669, gt: 19, answer: 18, prob: 0.4731	
25_00755, 6219/12458(0.499) area: 75.875, gt: 25, answer: 13, prob: 0.2099	
03_00344, 6220/12459(0.499) area: 60.067, gt: 3, answer: 3, prob: 0.4582	
10_00513, 6221/12460(0.499) area: 123.167, gt: 10, answer: 10, prob: 0.7512	
11_00985, 6221/12461(0.499) area: 97.565, gt: 11, answer: 12, prob: 0.9965	
19_00337, 6221/12462(0.499) area: 54.772, gt: 19, answer: 17, prob: 0.4660	
29_00227, 6221/12463(0.499) area: 42.403, gt: 29, answer: 33, prob: 0.4467	
03_00345, 6222/12464(0.499) area: 55.453, gt: 3, answer: 3, prob: 0.7295	
14_00508, 6222/12465(0.499) area: 62.137, gt: 14, answer: 8, prob: 0.9117	
29_00228, 6222/12466(0.499) area: 40.915, gt: 29, answer: 13, prob: 0.8122	
03_00346, 6223/12467(0.499) area: 71.232, gt: 3, answer: 3, prob: 0.5165	
12_00047, 6224/12468(0.499) area: 31.749, gt: 12, answer: 12, prob: 0.9996	
14_00509, 6224/12469(0.499) area: 50.833, gt: 14, answer: 8, prob: 0.5314	
12_00048, 6225/12470(0.499) area: 30.000, gt: 12, answer: 12, prob: 0.9832	
14_00510, 6226/12471(0.499) area: 82.231, gt: 14, answer: 14, prob: 0.9977	
05_00666, 6226/12472(0.499) area: 171.464, gt: 5, answer: 2, prob: 0.9735	
12_00049, 6227/12473(0.499) area: 37.336, gt: 12, answer: 12, prob: 0.9942	
05_00667, 6227/12474(0.499) area: 123.867, gt: 5, answer: 2, prob: 0.7335	
01_00188, 6228/12475(0.499) area: 62.530, gt: 1, answer: 1, prob: 0.9313	
05_00668, 6228/12476(0.499) area: 139.298, gt: 5, answer: 2, prob: 0.8335	
01_00189, 6229/12477(0.499) area: 66.136, gt: 1, answer: 1, prob: 0.6844	
25_00756, 6229/12478(0.499) area: 65.574, gt: 25, answer: 15, prob: 0.3861	
10_00514, 6229/12479(0.499) area: 77.498, gt: 10, answer: 17, prob: 0.3730	
11_00986, 6229/12480(0.499) area: 94.297, gt: 11, answer: 12, prob: 0.3100	
18_00282, 6229/12481(0.499) area: 55.749, gt: 18, answer: 16, prob: 0.6982	
25_00757, 6229/12482(0.499) area: 53.329, gt: 25, answer: 33, prob: 0.4251	
03_00347, 6229/12483(0.499) area: 93.984, gt: 3, answer: 32, prob: 0.9055	
10_00515, 6229/12484(0.499) area: 79.246, gt: 10, answer: 16, prob: 0.3344	
11_00987, 6229/12485(0.499) area: 88.612, gt: 11, answer: 12, prob: 0.9418	
18_00283, 6230/12486(0.499) area: 44.497, gt: 18, answer: 18, prob: 0.5822	
25_00758, 6230/12487(0.499) area: 74.833, gt: 25, answer: 1, prob: 0.2250	
29_00229, 6230/12488(0.499) area: 73.321, gt: 29, answer: 32, prob: 0.9093	
03_00348, 6231/12489(0.499) area: 73.675, gt: 3, answer: 3, prob: 0.8695	
11_00988, 6231/12490(0.499) area: 91.099, gt: 11, answer: 33, prob: 0.1911	
18_00284, 6231/12491(0.499) area: 57.271, gt: 18, answer: 16, prob: 0.5870	
29_00230, 6231/12492(0.499) area: 55.154, gt: 29, answer: 13, prob: 0.8870	
03_00349, 6232/12493(0.499) area: 104.824, gt: 3, answer: 3, prob: 0.7005	
14_00511, 6233/12494(0.499) area: 73.519, gt: 14, answer: 14, prob: 0.8974	
29_00231, 6233/12495(0.499) area: 66.611, gt: 29, answer: 13, prob: 0.5645	
12_00050, 6234/12496(0.499) area: 37.789, gt: 12, answer: 12, prob: 0.9994	
14_00512, 6235/12497(0.499) area: 61.749, gt: 14, answer: 14, prob: 0.7197	
12_00051, 6236/12498(0.499) area: 34.482, gt: 12, answer: 12, prob: 0.9994	
14_00513, 6237/12499(0.499) area: 106.433, gt: 14, answer: 14, prob: 0.9999	
12_00052, 6238/12500(0.499) area: 41.255, gt: 12, answer: 12, prob: 0.9984	
05_00669, 6239/12501(0.499) area: 143.499, gt: 5, answer: 5, prob: 0.8816	
01_00190, 6240/12502(0.499) area: 61.847, gt: 1, answer: 1, prob: 0.9765	
05_00670, 6241/12503(0.499) area: 116.555, gt: 5, answer: 5, prob: 0.9999	
01_00191, 6242/12504(0.499) area: 49.041, gt: 1, answer: 1, prob: 0.9299	
05_00671, 6243/12505(0.499) area: 151.733, gt: 5, answer: 5, prob: 0.9959	
01_00192, 6244/12506(0.499) area: 65.406, gt: 1, answer: 1, prob: 0.9769	
25_00759, 6244/12507(0.499) area: 62.929, gt: 25, answer: 15, prob: 0.7925	
10_00516, 6244/12508(0.499) area: 95.499, gt: 10, answer: 17, prob: 0.8308	
11_00989, 6244/12509(0.499) area: 86.058, gt: 11, answer: 15, prob: 0.8936	
25_00760, 6244/12510(0.499) area: 48.083, gt: 25, answer: 15, prob: 0.4959	
03_00350, 6244/12511(0.499) area: 103.073, gt: 3, answer: 32, prob: 0.8463	
10_00517, 6244/12512(0.499) area: 79.360, gt: 10, answer: 15, prob: 0.6529	
11_00990, 6244/12513(0.499) area: 58.583, gt: 11, answer: 33, prob: 0.6537	
18_00285, 6245/12514(0.499) area: 67.971, gt: 18, answer: 18, prob: 1.0000	
25_00761, 6245/12515(0.499) area: 50.892, gt: 25, answer: 1, prob: 0.4006	
03_00351, 6245/12516(0.499) area: 91.652, gt: 3, answer: 32, prob: 0.5655	
10_00518, 6245/12517(0.499) area: 100.399, gt: 10, answer: 17, prob: 0.7003	
11_00991, 6245/12518(0.499) area: 75.730, gt: 11, answer: 33, prob: 0.5008	
18_00286, 6246/12519(0.499) area: 69.484, gt: 18, answer: 18, prob: 0.9999	
29_00232, 6246/12520(0.499) area: 73.273, gt: 29, answer: 13, prob: 0.9800	
03_00352, 6246/12521(0.499) area: 100.921, gt: 3, answer: 15, prob: 0.9974	
29_00233, 6246/12522(0.499) area: 70.200, gt: 29, answer: 13, prob: 0.9197	
14_00514, 6247/12523(0.499) area: 88.045, gt: 14, answer: 14, prob: 0.9951	
29_00234, 6247/12524(0.499) area: 70.014, gt: 29, answer: 32, prob: 0.5092	
12_00053, 6248/12525(0.499) area: 45.277, gt: 12, answer: 12, prob: 0.9878	
